customer_id,income_tier,car_model,battery_capacity_kwh
C2705,Low-Mid,Renault Zoe,52.0
C2706,Mid-Range,Skoda Enyaq iV,77.0
C2707,Mid-Range,Hyundai Kona Electric,64.0
C2708,Low-Mid,Renault Zoe,52.0
C2709,Low-Mid,Citroën ë-C4,50.0
C2710,Mid-Range,BYD Atto 3,60.5
C2711,High,Audi e-tron,95.0
C2712,Low-Mid,Citroën ë-C4,50.0
C2713,Low-Mid,Opel Corsa-e,50.0
C2714,Low-Mid,Citroën ë-C4,50.0
C2715,High,Ford Mustang Mach-E,91.0
C2716,Low-Mid,Renault Zoe,52.0
C2717,High,Audi e-tron,95.0
C2718,Mid-Range,Hyundai Ioniq 5,77.4
C2719,Mid-Range,BYD Atto 3,60.5
C2720,Mid-Range,Kia EV6,77.4
C2721,Low-Mid,Peugeot e-208,50.0
C2722,Mid-Range,Hyundai Kona Electric,64.0
C2723,Mid-Range,Hyundai Ioniq 5,77.4
C2724,Mid-Range,Hyundai Kona Electric,64.0
C2725,Low-Mid,Peugeot e-208,50.0
C2726,High,Audi e-tron,95.0
C2727,Low-Mid,Peugeot e-208,50.0
C2728,High,Audi e-tron,95.0
C2729,Low-Mid,Fiat 500e,42.0
C2730,Low-Mid,Fiat 500e,42.0
C2731,High,BMW i4,83.9
C2732,High,Porsche Taycan,93.4
C2733,Low-Mid,Fiat 500e,42.0
C2734,Low-Mid,Fiat 500e,42.0
C2735,Low-Mid,Dacia Spring,26.8
C2736,Low-Mid,Dacia Spring,26.8
C2737,Low-Mid,Peugeot e-208,50.0
C2738,Mid-Range,Skoda Enyaq iV,77.0
C2739,Mid-Range,Hyundai Kona Electric,64.0
C2740,Mid-Range,Hyundai Ioniq 5,77.4
C2741,Low-Mid,Dacia Spring,26.8
C2742,High,Porsche Taycan,93.4
C2743,Mid-Range,Nissan Leaf,62.0
C2744,High,Ford Mustang Mach-E,91.0
C2745,Mid-Range,Volkswagen ID.4,77.0
C2746,Mid-Range,Volkswagen ID.4,77.0
C2747,Low-Mid,Fiat 500e,42.0
C2748,Mid-Range,Hyundai Kona Electric,64.0
C2749,Mid-Range,MG ZS EV,69.9
C2750,Mid-Range,Volkswagen ID.4,77.0
C2751,Low-Mid,Fiat 500e,42.0
C2752,Mid-Range,Kia EV6,77.4
C2753,Low-Mid,Dacia Spring,26.8
C2754,Low-Mid,Peugeot e-208,50.0
C2755,Low-Mid,Peugeot e-208,50.0
C2756,Mid-Range,Hyundai Kona Electric,64.0
C2757,Mid-Range,Nissan Leaf,62.0
C2758,Mid-Range,Hyundai Kona Electric,64.0
C2759,Low-Mid,Fiat 500e,42.0
C2760,Mid-Range,Volkswagen ID.4,77.0
C2761,Low-Mid,Citroën ë-C4,50.0
C2762,Low-Mid,Peugeot e-208,50.0
C2763,Low-Mid,Peugeot e-208,50.0
C2764,High,Audi e-tron,95.0
C2765,Mid-Range,BYD Atto 3,60.5
C2766,Low-Mid,Renault Zoe,52.0
C2767,Mid-Range,Kia EV6,77.4
C2768,Mid-Range,BYD Atto 3,60.5
C2769,Low-Mid,Fiat 500e,42.0
C2770,Low-Mid,Fiat 500e,42.0
C2771,Mid-Range,BYD Atto 3,60.5
C2772,Low-Mid,Fiat 500e,42.0
C2773,Mid-Range,Hyundai Kona Electric,64.0
C2774,Low-Mid,Citroën ë-C4,50.0
C2775,Mid-Range,Kia EV6,77.4
C2776,Mid-Range,Volkswagen ID.4,77.0
C2777,Mid-Range,Volkswagen ID.4,77.0
C2778,Mid-Range,Skoda Enyaq iV,77.0
C2779,Mid-Range,Hyundai Kona Electric,64.0
C2780,Low-Mid,Citroën ë-C4,50.0
C2781,Low-Mid,Fiat 500e,42.0
C2782,Low-Mid,Citroën ë-C4,50.0
C2783,Low-Mid,Opel Corsa-e,50.0
C2784,High,BMW i4,83.9
C2785,Mid-Range,Skoda Enyaq iV,77.0
C2786,Low-Mid,Dacia Spring,26.8
C2787,Low-Mid,Citroën ë-C4,50.0
C2788,High,Tesla Model Y,75.0
C2789,Low-Mid,Dacia Spring,26.8
C2790,High,Audi e-tron,95.0
C2791,Mid-Range,BYD Atto 3,60.5
C2792,Mid-Range,BYD Atto 3,60.5
C2793,Mid-Range,Nissan Leaf,62.0
C2794,Low-Mid,Peugeot e-208,50.0
C2795,High,BMW i4,83.9
C2796,Mid-Range,Kia EV6,77.4
C2797,Low-Mid,Renault Zoe,52.0
C2798,Mid-Range,Hyundai Kona Electric,64.0
C2799,Mid-Range,Hyundai Ioniq 5,77.4
C2800,High,Ford Mustang Mach-E,91.0
C2801,Mid-Range,Kia EV6,77.4
C2802,Low-Mid,Dacia Spring,26.8
C2803,Mid-Range,Skoda Enyaq iV,77.0
C2804,Low-Mid,Renault Zoe,52.0
C2805,Low-Mid,Citroën ë-C4,50.0
C2806,Mid-Range,MG ZS EV,69.9
C2807,Low-Mid,Dacia Spring,26.8
C2808,High,Tesla Model 3,75.0
C2809,Mid-Range,MG ZS EV,69.9
C2810,Mid-Range,Skoda Enyaq iV,77.0
C2811,Low-Mid,Opel Corsa-e,50.0
C2812,Low-Mid,Renault Zoe,52.0
C2813,High,BMW i4,83.9
C2814,Low-Mid,Fiat 500e,42.0
C2815,Mid-Range,MG ZS EV,69.9
C2816,Mid-Range,Skoda Enyaq iV,77.0
C2817,Low-Mid,Renault Zoe,52.0
C2818,Mid-Range,Skoda Enyaq iV,77.0
C2819,Low-Mid,Fiat 500e,42.0
C2820,Low-Mid,Dacia Spring,26.8
C2821,Low-Mid,Fiat 500e,42.0
C2822,Mid-Range,MG ZS EV,69.9
C2823,Low-Mid,Dacia Spring,26.8
C2824,Low-Mid,Citroën ë-C4,50.0
C2825,High,Porsche Taycan,93.4
C2826,Low-Mid,Fiat 500e,42.0
C2827,Low-Mid,Citroën ë-C4,50.0
C2828,Mid-Range,BYD Atto 3,60.5
C2829,Low-Mid,Peugeot e-208,50.0
C2830,Low-Mid,Citroën ë-C4,50.0
C2831,Mid-Range,Hyundai Kona Electric,64.0
C2832,Low-Mid,Peugeot e-208,50.0
C2833,Low-Mid,Renault Zoe,52.0
C2834,Mid-Range,Volkswagen ID.4,77.0
C2835,Low-Mid,Dacia Spring,26.8
C2836,Mid-Range,Hyundai Kona Electric,64.0
C2837,Low-Mid,Opel Corsa-e,50.0
C2838,Low-Mid,Renault Zoe,52.0
C2839,Low-Mid,Opel Corsa-e,50.0
C2840,Low-Mid,Citroën ë-C4,50.0
C2841,Mid-Range,Hyundai Ioniq 5,77.4
C2842,High,Audi e-tron,95.0
C2843,Mid-Range,MG ZS EV,69.9
C2844,Low-Mid,Citroën ë-C4,50.0
C2845,Low-Mid,Peugeot e-208,50.0
C2846,Low-Mid,Peugeot e-208,50.0
C2847,Mid-Range,Volkswagen ID.4,77.0
C2848,Low-Mid,Peugeot e-208,50.0
C2849,Mid-Range,Nissan Leaf,62.0
C2850,Low-Mid,Peugeot e-208,50.0
C2851,Low-Mid,Fiat 500e,42.0
C2852,Low-Mid,Fiat 500e,42.0
C2853,Low-Mid,Dacia Spring,26.8
C2854,Low-Mid,Dacia Spring,26.8
C2855,Low-Mid,Fiat 500e,42.0
C2856,Low-Mid,Dacia Spring,26.8
C2857,Mid-Range,Kia EV6,77.4
C2858,Low-Mid,Dacia Spring,26.8
C2859,Low-Mid,Peugeot e-208,50.0
C2860,Low-Mid,Renault Zoe,52.0
C2861,Low-Mid,Peugeot e-208,50.0
C2862,Low-Mid,Peugeot e-208,50.0
C2863,Low-Mid,Fiat 500e,42.0
C2864,Low-Mid,Renault Zoe,52.0
C2865,Mid-Range,Skoda Enyaq iV,77.0
C2866,Low-Mid,Citroën ë-C4,50.0
C2867,Low-Mid,Opel Corsa-e,50.0
C2868,Low-Mid,Fiat 500e,42.0
C2869,Mid-Range,Hyundai Kona Electric,64.0
C2870,Mid-Range,Skoda Enyaq iV,77.0
C2871,Low-Mid,Opel Corsa-e,50.0
C2872,High,Audi e-tron,95.0
C2873,Low-Mid,Citroën ë-C4,50.0
C2874,Low-Mid,Peugeot e-208,50.0
C2875,Mid-Range,Hyundai Ioniq 5,77.4
C2876,Low-Mid,Renault Zoe,52.0
C2877,Mid-Range,Skoda Enyaq iV,77.0
C2878,Low-Mid,Dacia Spring,26.8
C2879,Low-Mid,Renault Zoe,52.0
C2880,Mid-Range,Hyundai Kona Electric,64.0
C2881,Mid-Range,Volkswagen ID.4,77.0
C2882,Low-Mid,Citroën ë-C4,50.0
C2883,Mid-Range,Skoda Enyaq iV,77.0
C2884,Mid-Range,Skoda Enyaq iV,77.0
C2885,Low-Mid,Dacia Spring,26.8
C2886,High,Audi e-tron,95.0
C2887,Low-Mid,Peugeot e-208,50.0
C2888,Low-Mid,Renault Zoe,52.0
C2889,Mid-Range,Hyundai Kona Electric,64.0
C2890,Low-Mid,Renault Zoe,52.0
C2891,Low-Mid,Fiat 500e,42.0
C2892,High,Tesla Model 3,75.0
C2893,Low-Mid,Citroën ë-C4,50.0
C2894,Low-Mid,Citroën ë-C4,50.0
C2895,High,BMW i4,83.9
C2896,Mid-Range,Nissan Leaf,62.0
C2897,Mid-Range,Hyundai Kona Electric,64.0
C2898,Low-Mid,Opel Corsa-e,50.0
C2899,Mid-Range,Kia EV6,77.4
C2900,Mid-Range,Hyundai Kona Electric,64.0
C2901,Mid-Range,Hyundai Ioniq 5,77.4
C2902,Low-Mid,Citroën ë-C4,50.0
C2903,Low-Mid,Peugeot e-208,50.0
C2904,Low-Mid,Fiat 500e,42.0
C2905,Low-Mid,Renault Zoe,52.0
C2906,Low-Mid,Peugeot e-208,50.0
C2907,High,Ford Mustang Mach-E,91.0
C2908,Low-Mid,Fiat 500e,42.0
C2909,Low-Mid,Dacia Spring,26.8
C2910,Mid-Range,MG ZS EV,69.9
C2911,High,Audi e-tron,95.0
C2912,High,BMW i4,83.9
C2913,Low-Mid,Peugeot e-208,50.0
C2914,Mid-Range,MG ZS EV,69.9
C2915,High,Tesla Model Y,75.0
C2916,Low-Mid,Renault Zoe,52.0
C2917,High,Ford Mustang Mach-E,91.0
C2918,Low-Mid,Renault Zoe,52.0
C2919,Low-Mid,Dacia Spring,26.8
C2920,Mid-Range,Volkswagen ID.4,77.0
C2921,Mid-Range,Nissan Leaf,62.0
C2922,Mid-Range,MG ZS EV,69.9
C2923,Low-Mid,Peugeot e-208,50.0
C2924,Low-Mid,Citroën ë-C4,50.0
C2925,Low-Mid,Citroën ë-C4,50.0
C2926,Low-Mid,Peugeot e-208,50.0
C2927,Mid-Range,Volkswagen ID.4,77.0
C2928,High,Audi e-tron,95.0
C2929,High,BMW i4,83.9
C2930,Low-Mid,Peugeot e-208,50.0
C2931,Low-Mid,Fiat 500e,42.0
C2932,Low-Mid,Dacia Spring,26.8
C2933,High,BMW i4,83.9
C2934,Mid-Range,Kia EV6,77.4
C2935,Mid-Range,Volkswagen ID.4,77.0
C2936,Mid-Range,MG ZS EV,69.9
C2937,Low-Mid,Citroën ë-C4,50.0
C2938,Mid-Range,Hyundai Kona Electric,64.0
C2939,Low-Mid,Opel Corsa-e,50.0
C2940,High,Tesla Model 3,75.0
C2941,Low-Mid,Dacia Spring,26.8
C2942,Low-Mid,Fiat 500e,42.0
C2943,Mid-Range,Kia EV6,77.4
C2944,Low-Mid,Opel Corsa-e,50.0
C2945,Low-Mid,Dacia Spring,26.8
C2946,Low-Mid,Peugeot e-208,50.0
C2947,Low-Mid,Citroën ë-C4,50.0
C2948,Low-Mid,Fiat 500e,42.0
C2949,Low-Mid,Renault Zoe,52.0
C2950,Mid-Range,BYD Atto 3,60.5
C2951,Mid-Range,Nissan Leaf,62.0
C2952,Low-Mid,Opel Corsa-e,50.0
C2953,Mid-Range,MG ZS EV,69.9
C2954,Low-Mid,Renault Zoe,52.0
C2955,Low-Mid,Fiat 500e,42.0
C2956,Low-Mid,Peugeot e-208,50.0
C2957,Mid-Range,MG ZS EV,69.9
C2958,Low-Mid,Opel Corsa-e,50.0
C2959,Mid-Range,Hyundai Ioniq 5,77.4
C2960,Low-Mid,Renault Zoe,52.0
C2961,High,Tesla Model Y,75.0
C2962,Low-Mid,Citroën ë-C4,50.0
C2963,Low-Mid,Renault Zoe,52.0
C2964,High,Porsche Taycan,93.4
C2965,High,Ford Mustang Mach-E,91.0
C2966,High,Ford Mustang Mach-E,91.0
C2967,Low-Mid,Citroën ë-C4,50.0
C2968,Low-Mid,Renault Zoe,52.0
C2969,Low-Mid,Renault Zoe,52.0
C2970,High,Audi e-tron,95.0
C2971,Mid-Range,BYD Atto 3,60.5
C2972,Mid-Range,Hyundai Kona Electric,64.0
C2973,Mid-Range,MG ZS EV,69.9
C2974,Low-Mid,Fiat 500e,42.0
C2975,High,Audi e-tron,95.0
C2976,High,Tesla Model 3,75.0
C2977,Mid-Range,Volkswagen ID.4,77.0
C2978,Low-Mid,Renault Zoe,52.0
C2979,High,Tesla Model 3,75.0
C2980,Low-Mid,Fiat 500e,42.0
C2981,Mid-Range,Hyundai Ioniq 5,77.4
C2982,Low-Mid,Opel Corsa-e,50.0
C2983,Low-Mid,Citroën ë-C4,50.0
C2984,Low-Mid,Opel Corsa-e,50.0
C2985,Low-Mid,Fiat 500e,42.0
C2986,High,Ford Mustang Mach-E,91.0
C2987,High,Ford Mustang Mach-E,91.0
C2988,Low-Mid,Fiat 500e,42.0
C2989,Low-Mid,Renault Zoe,52.0
C2990,Low-Mid,Citroën ë-C4,50.0
C2991,Low-Mid,Peugeot e-208,50.0
C2992,Low-Mid,Peugeot e-208,50.0
C2993,Mid-Range,Hyundai Kona Electric,64.0
C2994,Low-Mid,Renault Zoe,52.0
C2995,High,Tesla Model 3,75.0
C2996,Low-Mid,Opel Corsa-e,50.0
C2997,Low-Mid,Citroën ë-C4,50.0
C2998,Low-Mid,Fiat 500e,42.0
C2999,Low-Mid,Dacia Spring,26.8
C3000,Low-Mid,Peugeot e-208,50.0
C3001,Low-Mid,Peugeot e-208,50.0
C3002,Low-Mid,Peugeot e-208,50.0
C3003,Low-Mid,Dacia Spring,26.8
C3004,Mid-Range,Hyundai Kona Electric,64.0
C3005,Mid-Range,Hyundai Kona Electric,64.0
C3006,Mid-Range,Skoda Enyaq iV,77.0
C3007,Low-Mid,Peugeot e-208,50.0
C3008,Low-Mid,Renault Zoe,52.0
C3009,Low-Mid,Dacia Spring,26.8
C3010,Low-Mid,Renault Zoe,52.0
C3011,Mid-Range,Hyundai Ioniq 5,77.4
C3012,Mid-Range,Nissan Leaf,62.0
C3013,High,Ford Mustang Mach-E,91.0
C3014,High,Ford Mustang Mach-E,91.0
C3015,Low-Mid,Renault Zoe,52.0
C3016,Low-Mid,Peugeot e-208,50.0
C3017,Mid-Range,Hyundai Ioniq 5,77.4
C3018,Low-Mid,Renault Zoe,52.0
C3019,Mid-Range,MG ZS EV,69.9
C3020,Mid-Range,Volkswagen ID.4,77.0
C3021,Low-Mid,Renault Zoe,52.0
C3022,Low-Mid,Citroën ë-C4,50.0
C3023,Mid-Range,MG ZS EV,69.9
C3024,Low-Mid,Dacia Spring,26.8
C3025,Low-Mid,Citroën ë-C4,50.0
C3026,Mid-Range,Kia EV6,77.4
C3027,High,Tesla Model 3,75.0
C3028,Low-Mid,Fiat 500e,42.0
C3029,Low-Mid,Citroën ë-C4,50.0
C3030,Low-Mid,Dacia Spring,26.8
C3031,Mid-Range,Skoda Enyaq iV,77.0
C3032,Low-Mid,Dacia Spring,26.8
C3033,Low-Mid,Renault Zoe,52.0
C3034,High,BMW i4,83.9
C3035,High,Tesla Model Y,75.0
C3036,Low-Mid,Fiat 500e,42.0
C3037,Low-Mid,Citroën ë-C4,50.0
C3038,Mid-Range,MG ZS EV,69.9
C3039,Low-Mid,Renault Zoe,52.0
C3040,Low-Mid,Fiat 500e,42.0
C3041,Low-Mid,Dacia Spring,26.8
C3042,Low-Mid,Dacia Spring,26.8
C3043,Mid-Range,BYD Atto 3,60.5
C3044,Low-Mid,Fiat 500e,42.0
C3045,Mid-Range,Volkswagen ID.4,77.0
C3046,High,Audi e-tron,95.0
C3047,Low-Mid,Renault Zoe,52.0
C3048,High,Porsche Taycan,93.4
C3049,Low-Mid,Peugeot e-208,50.0
C3050,Mid-Range,Volkswagen ID.4,77.0
C3051,Mid-Range,Hyundai Kona Electric,64.0
C3052,Low-Mid,Dacia Spring,26.8
C3053,Mid-Range,BYD Atto 3,60.5
C3054,Low-Mid,Renault Zoe,52.0
C3055,Mid-Range,Hyundai Kona Electric,64.0
C3056,Low-Mid,Opel Corsa-e,50.0
C3057,Low-Mid,Peugeot e-208,50.0
C3058,Low-Mid,Opel Corsa-e,50.0
C3059,Mid-Range,MG ZS EV,69.9
C3060,Mid-Range,Kia EV6,77.4
C3061,Mid-Range,Kia EV6,77.4
C3062,Mid-Range,Hyundai Kona Electric,64.0
C3063,High,Tesla Model Y,75.0
C3064,Mid-Range,Hyundai Kona Electric,64.0
C3065,Low-Mid,Citroën ë-C4,50.0
C3066,Mid-Range,MG ZS EV,69.9
C3067,Mid-Range,Volkswagen ID.4,77.0
C3068,Mid-Range,Volkswagen ID.4,77.0
C3069,High,Porsche Taycan,93.4
C3070,High,Tesla Model Y,75.0
C3071,Mid-Range,Hyundai Kona Electric,64.0
C3072,Low-Mid,Peugeot e-208,50.0
C3073,Low-Mid,Renault Zoe,52.0
C3074,Mid-Range,Hyundai Kona Electric,64.0
C3075,Low-Mid,Dacia Spring,26.8
C3076,Low-Mid,Opel Corsa-e,50.0
C3077,Mid-Range,MG ZS EV,69.9
C3078,Low-Mid,Dacia Spring,26.8
C3079,Low-Mid,Fiat 500e,42.0
C3080,Mid-Range,BYD Atto 3,60.5
C3081,Mid-Range,Volkswagen ID.4,77.0
C3082,Low-Mid,Renault Zoe,52.0
C3083,Low-Mid,Dacia Spring,26.8
C3084,Low-Mid,Opel Corsa-e,50.0
C3085,Mid-Range,Volkswagen ID.4,77.0
C3086,Mid-Range,Volkswagen ID.4,77.0
C3087,Mid-Range,Nissan Leaf,62.0
C3088,Low-Mid,Citroën ë-C4,50.0
C3089,Mid-Range,Hyundai Kona Electric,64.0
C3090,High,Porsche Taycan,93.4
C3091,Low-Mid,Dacia Spring,26.8
C3092,Mid-Range,Hyundai Kona Electric,64.0
C3093,Low-Mid,Fiat 500e,42.0
C3094,Mid-Range,Kia EV6,77.4
C3095,Mid-Range,Kia EV6,77.4
C3096,Low-Mid,Fiat 500e,42.0
C3097,Low-Mid,Renault Zoe,52.0
C3098,Mid-Range,MG ZS EV,69.9
C3099,Low-Mid,Opel Corsa-e,50.0
C3100,Mid-Range,Kia EV6,77.4
C3101,Mid-Range,Hyundai Ioniq 5,77.4
C3102,Low-Mid,Peugeot e-208,50.0
C3103,Mid-Range,Kia EV6,77.4
C3104,Low-Mid,Renault Zoe,52.0
C3105,Mid-Range,Kia EV6,77.4
C3106,High,Tesla Model 3,75.0
C3107,Low-Mid,Peugeot e-208,50.0
C3108,High,Ford Mustang Mach-E,91.0
C3109,Low-Mid,Peugeot e-208,50.0
C3110,High,Porsche Taycan,93.4
C3111,Low-Mid,Dacia Spring,26.8
C3112,High,Tesla Model 3,75.0
C3113,Mid-Range,Hyundai Kona Electric,64.0
C3114,Low-Mid,Dacia Spring,26.8
C3115,Mid-Range,Skoda Enyaq iV,77.0
C3116,Low-Mid,Fiat 500e,42.0
C3117,Low-Mid,Peugeot e-208,50.0
C3118,Low-Mid,Peugeot e-208,50.0
C3119,Mid-Range,Nissan Leaf,62.0
C3120,Low-Mid,Renault Zoe,52.0
C3121,Mid-Range,Volkswagen ID.4,77.0
C3122,Mid-Range,Volkswagen ID.4,77.0
C3123,Low-Mid,Citroën ë-C4,50.0
C3124,Low-Mid,Citroën ë-C4,50.0
C3125,Mid-Range,Volkswagen ID.4,77.0
C3126,Low-Mid,Dacia Spring,26.8
C3127,Mid-Range,Volkswagen ID.4,77.0
C3128,Mid-Range,Volkswagen ID.4,77.0
C3129,Low-Mid,Dacia Spring,26.8
C3130,Low-Mid,Peugeot e-208,50.0
C3131,Low-Mid,Fiat 500e,42.0
C3132,High,Tesla Model 3,75.0
C3133,Low-Mid,Citroën ë-C4,50.0
C3134,Low-Mid,Renault Zoe,52.0
C3135,Low-Mid,Fiat 500e,42.0
C3136,High,Porsche Taycan,93.4
C3137,Low-Mid,Peugeot e-208,50.0
C3138,Low-Mid,Peugeot e-208,50.0
C3139,Mid-Range,MG ZS EV,69.9
C3140,Low-Mid,Opel Corsa-e,50.0
C3141,Low-Mid,Opel Corsa-e,50.0
C3142,Low-Mid,Fiat 500e,42.0
C3143,Mid-Range,Kia EV6,77.4
C3144,High,Audi e-tron,95.0
C3145,High,Ford Mustang Mach-E,91.0
C3146,Mid-Range,Volkswagen ID.4,77.0
C3147,Mid-Range,Hyundai Ioniq 5,77.4
C3148,Low-Mid,Peugeot e-208,50.0
C3149,Low-Mid,Peugeot e-208,50.0
C3150,Low-Mid,Opel Corsa-e,50.0
C3151,Low-Mid,Citroën ë-C4,50.0
C3152,Low-Mid,Opel Corsa-e,50.0
C3153,Mid-Range,Nissan Leaf,62.0
C3154,High,Tesla Model Y,75.0
C3155,Low-Mid,Peugeot e-208,50.0
C3156,Low-Mid,Citroën ë-C4,50.0
C3157,Mid-Range,BYD Atto 3,60.5
C3158,Mid-Range,Hyundai Kona Electric,64.0
C3159,Mid-Range,Kia EV6,77.4
C3160,Mid-Range,Skoda Enyaq iV,77.0
C3161,Low-Mid,Renault Zoe,52.0
C3162,Low-Mid,Opel Corsa-e,50.0
C3163,Mid-Range,Volkswagen ID.4,77.0
C3164,Mid-Range,Kia EV6,77.4
C3165,High,Tesla Model 3,75.0
C3166,High,Tesla Model 3,75.0
C3167,Mid-Range,Nissan Leaf,62.0
C3168,Low-Mid,Peugeot e-208,50.0
C3169,Low-Mid,Renault Zoe,52.0
C3170,Low-Mid,Opel Corsa-e,50.0
C3171,High,Ford Mustang Mach-E,91.0
C3172,Mid-Range,Hyundai Kona Electric,64.0
C3173,Low-Mid,Dacia Spring,26.8
C3174,Low-Mid,Citroën ë-C4,50.0
C3175,Mid-Range,Hyundai Kona Electric,64.0
C3176,Low-Mid,Opel Corsa-e,50.0
C3177,Mid-Range,BYD Atto 3,60.5
C3178,Low-Mid,Peugeot e-208,50.0
C3179,Mid-Range,MG ZS EV,69.9
C3180,Low-Mid,Fiat 500e,42.0
C3181,Mid-Range,Kia EV6,77.4
C3182,High,Tesla Model 3,75.0
C3183,Mid-Range,Skoda Enyaq iV,77.0
C3184,Low-Mid,Dacia Spring,26.8
C3185,Low-Mid,Renault Zoe,52.0
C3186,Low-Mid,Renault Zoe,52.0
C3187,Low-Mid,Fiat 500e,42.0
C3188,High,Audi e-tron,95.0
C3189,Mid-Range,MG ZS EV,69.9
C3190,Low-Mid,Fiat 500e,42.0
C3191,Mid-Range,Hyundai Ioniq 5,77.4
C3192,Mid-Range,Volkswagen ID.4,77.0
C3193,Mid-Range,Nissan Leaf,62.0
C3194,Low-Mid,Fiat 500e,42.0
C3195,High,Tesla Model 3,75.0
C3196,Low-Mid,Opel Corsa-e,50.0
C3197,Mid-Range,Nissan Leaf,62.0
C3198,Low-Mid,Citroën ë-C4,50.0
C3199,Low-Mid,Opel Corsa-e,50.0
C3200,Low-Mid,Dacia Spring,26.8
C3201,Mid-Range,Hyundai Kona Electric,64.0
C3202,Low-Mid,Citroën ë-C4,50.0
C3203,Mid-Range,Nissan Leaf,62.0
C3204,High,Tesla Model Y,75.0
C3205,Low-Mid,Fiat 500e,42.0
C3206,Mid-Range,Hyundai Kona Electric,64.0
C3207,High,BMW i4,83.9
C3208,High,Tesla Model 3,75.0
C3209,Low-Mid,Citroën ë-C4,50.0
C3210,High,Audi e-tron,95.0
C3211,Mid-Range,Volkswagen ID.4,77.0
C3212,Low-Mid,Citroën ë-C4,50.0
C3213,High,Audi e-tron,95.0
C3214,Mid-Range,Hyundai Kona Electric,64.0
C3215,Low-Mid,Fiat 500e,42.0
C3216,Mid-Range,Skoda Enyaq iV,77.0
C3217,Low-Mid,Peugeot e-208,50.0
C3218,Low-Mid,Opel Corsa-e,50.0
C3219,Mid-Range,Kia EV6,77.4
C3220,Mid-Range,Nissan Leaf,62.0
C3221,High,Audi e-tron,95.0
C3222,High,Tesla Model Y,75.0
C3223,Low-Mid,Dacia Spring,26.8
C3224,Mid-Range,Skoda Enyaq iV,77.0
C3225,High,Tesla Model Y,75.0
C3226,Low-Mid,Peugeot e-208,50.0
C3227,Low-Mid,Citroën ë-C4,50.0
C3228,Mid-Range,Hyundai Kona Electric,64.0
C3229,Low-Mid,Renault Zoe,52.0
C3230,Low-Mid,Fiat 500e,42.0
C3231,Low-Mid,Renault Zoe,52.0
C3232,High,Porsche Taycan,93.4
C3233,Mid-Range,Hyundai Kona Electric,64.0
C3234,Mid-Range,MG ZS EV,69.9
C3235,Low-Mid,Renault Zoe,52.0
C3236,Mid-Range,Volkswagen ID.4,77.0
C3237,Low-Mid,Peugeot e-208,50.0
C3238,Low-Mid,Opel Corsa-e,50.0
C3239,Low-Mid,Peugeot e-208,50.0
C3240,High,Porsche Taycan,93.4
C3241,Low-Mid,Renault Zoe,52.0
C3242,Low-Mid,Opel Corsa-e,50.0
C3243,Low-Mid,Peugeot e-208,50.0
C3244,Low-Mid,Fiat 500e,42.0
C3245,Low-Mid,Peugeot e-208,50.0
C3246,Low-Mid,Fiat 500e,42.0
C3247,Low-Mid,Peugeot e-208,50.0
C3248,Low-Mid,Opel Corsa-e,50.0
C3249,High,Tesla Model Y,75.0
C3250,High,Audi e-tron,95.0
C3251,High,BMW i4,83.9
C3252,High,Ford Mustang Mach-E,91.0
C3253,Low-Mid,Renault Zoe,52.0
C3254,Low-Mid,Peugeot e-208,50.0
C3255,Mid-Range,BYD Atto 3,60.5
C3256,Low-Mid,Renault Zoe,52.0
C3257,Low-Mid,Opel Corsa-e,50.0
C3258,Mid-Range,Volkswagen ID.4,77.0
C3259,Mid-Range,Volkswagen ID.4,77.0
C3260,Mid-Range,Nissan Leaf,62.0
C3261,Low-Mid,Fiat 500e,42.0
C3262,Mid-Range,BYD Atto 3,60.5
C3263,Low-Mid,Opel Corsa-e,50.0
C3264,Mid-Range,BYD Atto 3,60.5
C3265,Low-Mid,Renault Zoe,52.0
C3266,Low-Mid,Fiat 500e,42.0
C3267,High,Ford Mustang Mach-E,91.0
C3268,Mid-Range,Nissan Leaf,62.0
C3269,Low-Mid,Opel Corsa-e,50.0
C3270,Mid-Range,Skoda Enyaq iV,77.0
C3271,High,Tesla Model 3,75.0
C3272,Mid-Range,Kia EV6,77.4
C3273,Low-Mid,Peugeot e-208,50.0
C3274,Low-Mid,Fiat 500e,42.0
C3275,Low-Mid,Dacia Spring,26.8
C3276,Mid-Range,Hyundai Ioniq 5,77.4
C3277,Mid-Range,Hyundai Ioniq 5,77.4
C3278,Low-Mid,Citroën ë-C4,50.0
C3279,Low-Mid,Opel Corsa-e,50.0
C3280,High,Tesla Model Y,75.0
C3281,Low-Mid,Peugeot e-208,50.0
C3282,High,Audi e-tron,95.0
C3283,High,BMW i4,83.9
C3284,Low-Mid,Opel Corsa-e,50.0
C3285,Mid-Range,MG ZS EV,69.9
C3286,Mid-Range,Volkswagen ID.4,77.0
C3287,Mid-Range,Nissan Leaf,62.0
C3288,Low-Mid,Renault Zoe,52.0
C3289,Low-Mid,Peugeot e-208,50.0
C3290,Mid-Range,Volkswagen ID.4,77.0
C3291,Low-Mid,Opel Corsa-e,50.0
C3292,Low-Mid,Renault Zoe,52.0
C3293,Low-Mid,Opel Corsa-e,50.0
C3294,Low-Mid,Opel Corsa-e,50.0
C3295,Mid-Range,Kia EV6,77.4
C3296,Mid-Range,Hyundai Kona Electric,64.0
